refID,url,reference_number,procuring_entity,title,area_of_delivery,solicitation_number,procurement_mode,classification,category,  abc_php  ,delivery_period,status,date_published,closing_datetime,last_updated,contact_person,contact_address,contact_email,contact_phone,description
12516104,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12516104&DirectFrom=OpenOpp&Type=category&BusCatID=29,12516104,DEPARTMENT OF ENVIRONMENT AND NATURAL RESOURCES - MAIN,"Subscription to Various Printing needs on, but not limited to, tarpaulin, sintra-boards and acrylic sticker boards for CY 2026",Metro Manila,RFQ NO. 2025-468,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Services," 500,000.00 ",0 Day/s,Status,10/23/25,10/27/25,10/23/25,"Jelyn Sta Ana
Procurement Officer
Visayas Avenue, Diliman,
Quezon City
Metro Manila
Philippines 1100
63-2-9262675

ampbac.co@denr.gov.ph",,,,Description
12518389,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12518389&DirectFrom=OpenOpp&Type=category&BusCatID=71,12518389,SOCIAL SECURITY SYSTEM,"803 PIECES, MULTI-FUNCTIONAL PASSPORT AND TICKET HOLDER, TRAVEL, AND CREDIT CARD/ID HOLDER/ORGANIZER",Metro Manila,25-10-179,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Corporate Giveaways," 437,795.60 ",20 Day/s,Status,10/23/25,10/27/25,10/23/25,"MARIA RITA LAURENT DIZON
Senior Analyst
Procurement, Planning & Management Department
2/F SSS Main Office, East Avenue, Diliman, Quezon
Quezon City
Metro Manila
Philippines
63-2-87097198 Ext.3403

bacsealedquotations@sss.gov.ph",,"Reference Number	12518389
  Procuring Entity	SOCIAL SECURITY SYSTEM
  Title	803 PIECES, MULTI-FUNCTIONAL PASSPORT AND TICKET HOLDER, TRAVEL, AND CREDIT CARD/ID HOLDER/ORGANIZER
  Area of Delivery	Metro Manila	   Printable Version

Solicitation Number:	25-10-179
Trade Agreement:	Implementing Rules and Regulations
Procurement Mode:	Negotiated Procurement - Small Value Procurement (Sec. 53.9)
Classification:	Goods
Category:	Corporate Giveaways
Approved Budget for the Contract:	PHP 437,795.60
Delivery Period:	20 Day/s
Client Agency:	


Contact Person:	MARIA RITA LAURENT DIZON
Senior Analyst
Procurement, Planning & Management Department
2/F SSS Main Office, East Avenue, Diliman, Quezon
Quezon City
Metro Manila
Philippines
63-2-87097198 Ext.3403

bacsealedquotations@sss.gov.ph
	Status	

Active


Associated Components	Order
Bid Supplements	
0

Document Request List	
7

Date Published	23/10/2025
Last Updated / Time	23/10/2025 12:00 AM
Closing Date / Time	27/10/2025 10:00 AM


Description
SUBMISSION OF SEALED QUOTATION:
SEALED QUOTATION MAY BE SUBMITTED THROUGH THE FOLLOWING:
1.SEALED ENVELOPE to be dropped at the drop box located at Procurement Planning & Management Dept. (PPMD), 2nd Flr. SSS Main Bldg., East Ave., Diliman, Quezon City. The sealed envelope shall be addressed to ATTY. JUNJIE M. LABANGCO – Department Manager III of the PPMD, indicate the RFQ Form number, company name, name of company representative, business address and contact details.
2.VIA ELECTRONIC MAIL at bacsealedquotations@sss.gov.ph with the following requirements:
a.Quotations and attachments should be in portable document format (pdf) and a compressed/zipped and protected by a password.
b.Name the folder by Solicitation/RFQ Number and the Project Title.
c.The Supplier who timely submitted its Sealed Quotation but who fails to provide its password on the date and time of opening shall be disqualified.
d. Passwords shall be made available only thru email (bacsealedquotations@sss.gov.ph) or SMS (09297421106) during opening of bids on the date and time stated on the RFQ.

REQUEST FOR QUOTATION FORM, SPECIFICATIONS & GUIDE IN CREATING PASSWORD PROTECTED ZIP FILE FOLDER::
Click on the Associated Components to download the official RFQ Form and Guide in Creating password protected zip file folder or email us at bacsealedquotations@sss.gov.ph to request for its electronic copy.

NOTE:

1. The supplier must submit photos of the previously completed similar works upon submission of sealed quotation.
2. Supplier must ensure to fill-out the Unit Cost, Total Cost, Total Offered Quotation in words, the BIDDER'S INFORMATION (Business Name, Address, Name of Company Representative, Email Address, Tel/Mobile Number, PhilGEPS Registration No., SS Number & BIR TIN) and the Owner/Company Representative signature over printed name and date in the CERTIFICATION at the lower portion of the RFQ Form.
3. Supplier should indicate “COMPLY” or “NOT COMPLY” in the STATEMENT OF COMPLIANCE COLUMN under Annex A. Technical Specifications. Failure to indicate compliance or non-compliance is a ground for disqualification.
4. If in case you did not receive an automatic reply acknowledging receipt of sealed quotation, it means we did not receive your email. You may try resending email using your different email address.
5. PPMD will always consider the received date and time of the submitted quotation/documents and not when the quotations/documents were sent to us, so be reminded to submit it earlier than the prescribed deadline.


DOCUMENTARY REQUIREMENT:
Instructions:
Submission of documentary requirements together with the sealed quotation, as
follows:
a. Notarized Omnibus Sworn Statement (NOSS) with attached Notarized Special Power
of Attorney (SPA) for Sole Proprietorship or Secretary's Certificate for Partnership/
Corporation, authorizing the representative, if any, to sign on behalf of the
owner/company (for ABCs above P50,000.00)

Suppliers that have previously submitted the following requirements that are still
valid may no longer resubmit a copy:
b. Valid Mayor’s/Business Permit¹
c. PhilGEPS Registration Number (Red Membership) or PhilGEPS Certificate (Platinum
Membership)


NOTE: Submitted documents are subject to verification and validation of its authenticity,
genuineness, validity, and completeness. Incomplete submission, concealment, falsification,
or misrepresentation of any of the documents submitted, or the contents thereof is a ground
for disqualification of submitted quotation.

¹ For individuals engaged under Sec. 53.6, 53.7 and 53.9 of the IRR of RA No. 9184, only the BIR Certificate of Registration shall be submitted in lieu of DTI Registration and Mayor’s Permit.








Created by	MARIA RITA LAURENT DIZON
Date Created	22/10/2025










The PhilGEPS team is not responsible for any typographical errors or misinformation presented in the system. PhilGEPS only displays information provided for by its clients, and any queries regarding the postings should be directed to the contact person/s of the concerned party.",,Description
12512804,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12512804&DirectFrom=OpenOpp&Type=category&BusCatID=51,12512804,JUVENILE JUSTICE AND WELFARE COUNCIL,Supply and Delivery of Various Printer Ink,Metro Manila,RFQ 25-170,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Supplies," 341,725.00 ",0 Day/s,Status,10/22/25,10/27/25,10/22/25,"Roberto Villaluz Corpuz
Admin Assistant III
56 Matimtiman Street
Quezon City
Metro Manila
Philippines 1101
63-292-19065

rvcorpuz.jjwc@gmail.com",,,,Description
12514690,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12514690&DirectFrom=OpenOpp&Type=category&BusCatID=29,12514690,DEPARTMENT OF SCIENCE AND TECHNOLOGY,Printing of the 2023 DOST Annual Report,Metro Manila,Printing of the 2023 DOST Annual Report,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Services," 294,200.00 ",0 Day/s,Status,10/23/25,10/27/25,10/23/25,"DUNN ALFREDO A. CELESTIAL
OIC, Procurement Management Division
DOST Main Administration Building,
General Santos Ave.
Bicutan
Taguig City
Metro Manila
Philippines 1631
63-2-88372071 Ext.2150
63-2-88377496
procurement@dost.gov.ph",,,,Description
12509250,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12509250&DirectFrom=OpenOpp&Type=category&BusCatID=71,12509250,SOCIAL SECURITY SYSTEM,"1,450 PIECES, TOTE BAG WITH DRAWSTRING LOCK",Metro Manila,25-10-178,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Corporate Giveaways," 275,964.00 ",20 Day/s,Status,10/21/25,10/24/25,10/21/25,"MARIA RITA LAURENT DIZON
Senior Analyst
Procurement, Planning & Management Department
2/F SSS Main Office, East Avenue, Diliman, Quezon
Quezon City
Metro Manila
Philippines
63-2-87097198 Ext.3403

bacsealedquotations@sss.gov.ph",,"Reference Number	12509250
  Procuring Entity	SOCIAL SECURITY SYSTEM
  Title	1,450 PIECES, TOTE BAG WITH DRAWSTRING LOCK
  Area of Delivery	Metro Manila	   Printable Version

Solicitation Number:	25-10-178
Trade Agreement:	Implementing Rules and Regulations
Procurement Mode:	Negotiated Procurement - Small Value Procurement (Sec. 53.9)
Classification:	Goods
Category:	Corporate Giveaways
Approved Budget for the Contract:	PHP 275,964.00
Delivery Period:	20 Day/s
Client Agency:	


Contact Person:	MARIA RITA LAURENT DIZON
Senior Analyst
Procurement, Planning & Management Department
2/F SSS Main Office, East Avenue, Diliman, Quezon
Quezon City
Metro Manila
Philippines
63-2-87097198 Ext.3403

bacsealedquotations@sss.gov.ph
	Status	

Active


Associated Components	Order
Bid Supplements	
0

Document Request List	
23

Date Published	21/10/2025
Last Updated / Time	21/10/2025 12:00 AM
Closing Date / Time	24/10/2025 10:00 AM


Description
SUBMISSION OF SEALED QUOTATION:
SEALED QUOTATION MAY BE SUBMITTED THROUGH THE FOLLOWING:
1.SEALED ENVELOPE to be dropped at the drop box located at Procurement Planning & Management Dept. (PPMD), 2nd Flr. SSS Main Bldg., East Ave., Diliman, Quezon City. The sealed envelope shall be addressed to ATTY. JUNJIE M. LABANGCO – Department Manager III of the PPMD, indicate the RFQ Form number, company name, name of company representative, business address and contact details.
2.VIA ELECTRONIC MAIL at bacsealedquotations@sss.gov.ph with the following requirements:
a.Quotations and attachments should be in portable document format (pdf) and a compressed/zipped and protected by a password.
b.Name the folder by Solicitation/RFQ Number and the Project Title.
c.The Supplier who timely submitted its Sealed Quotation but who fails to provide its password on the date and time of opening shall be disqualified.
d. Passwords shall be made available only thru email (bacsealedquotations@sss.gov.ph) or SMS (09297421106) during opening of bids on the date and time stated on the RFQ.

REQUEST FOR QUOTATION FORM, SPECIFICATIONS & GUIDE IN CREATING PASSWORD PROTECTED ZIP FILE FOLDER::
Click on the Associated Components to download the official RFQ Form and Guide in Creating password protected zip file folder or email us at bacsealedquotations@sss.gov.ph to request for its electronic copy.

NOTE:

1. The supplier must submit photos of the previously completed similar works upon submission of sealed quotation.
2. Supplier must ensure to fill-out the Unit Cost, Total Cost, Total Offered Quotation in words, the BIDDER'S INFORMATION (Business Name, Address, Name of Company Representative, Email Address, Tel/Mobile Number, PhilGEPS Registration No., SS Number & BIR TIN) and the Owner/Company Representative signature over printed name and date in the CERTIFICATION at the lower portion of the RFQ Form.
3. Supplier should indicate “COMPLY” or “NOT COMPLY” in the STATEMENT OF COMPLIANCE COLUMN under Annex A. Technical Specifications. Failure to indicate compliance or non-compliance is a ground for disqualification.
4. If in case you did not receive an automatic reply acknowledging receipt of sealed quotation, it means we did not receive your email. You may try resending email using your different email address.
5. PPMD will always consider the received date and time of the submitted quotation/documents and not when the quotations/documents were sent to us, so be reminded to submit it earlier than the prescribed deadline.


DOCUMENTARY REQUIREMENT:
Instructions:
Submission of documentary requirements together with the sealed quotation, as
follows:
a. Notarized Omnibus Sworn Statement (NOSS) with attached Notarized Special Power
of Attorney (SPA) for Sole Proprietorship or Secretary's Certificate for Partnership/
Corporation, authorizing the representative, if any, to sign on behalf of the
owner/company (for ABCs above P50,000.00)

Suppliers that have previously submitted the following requirements that are still
valid may no longer resubmit a copy:
b. Valid Mayor’s/Business Permit¹
c. PhilGEPS Registration Number (Red Membership) or PhilGEPS Certificate (Platinum
Membership)

NOTE: Submitted documents are subject to verification and validation of its authenticity,
genuineness, validity, and completeness. Incomplete submission, concealment, falsification,
or misrepresentation of any of the documents submitted, or the contents thereof is a ground
for disqualification of submitted quotation.

¹ For individuals engaged under Sec. 53.6, 53.7 and 53.9 of the IRR of RA No. 9184, only the BIR Certificate of Registration shall be submitted in lieu of DTI Registration and Mayor’s Permit.








Created by	MARIA RITA LAURENT DIZON
Date Created	20/10/2025










The PhilGEPS team is not responsible for any typographical errors or misinformation presented in the system. PhilGEPS only displays information provided for by its clients, and any queries regarding the postings should be directed to the contact person/s of the concerned party.",,Description
12516472,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12516472&DirectFrom=OpenOpp&Type=category&BusCatID=129,12516472,"BUREAU OF ANIMAL INDUSTRY, DA","Plaque for 2025 Loyalty service award during the BAi Year-End and Thanksgiving celebration on December 12, 2025",Metro Manila,ADMIN CODE 2025-10-285,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Tokens and Awards," 245,850.00 ",0 Day/s,Status,10/23/25,10/27/25,10/23/25,"Reynalyn P. Manucot
Administrative Assistant IV
Visayas Avenue, Diliman,
Quezon City
Metro Manila
Philippines 1101
63-02-85282240 Ext.1804

bac@bai.gov.ph",,,,Description
12510229,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12510229&DirectFrom=OpenOpp&Type=category&BusCatID=71,12510229,DEVELOPMENT BANK OF THE PHILIPPINES - HEAD OFFICE,"P-CAD-25-00516 - Travelling Bag, Per Approved Specifications",Metro Manila,"P-CAD-25-00516 - Travelling Bag, Per Specification",Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Corporate Giveaways," 239,250.00 ",30 Day/s,Status,10/22/25,10/27/25,10/22/25,"Procurement Unit DBP - Head Office
Procurement/Purchasing Staff
Procurement Management Unit-PSM
6th Floor DBP Head Office
Sen. Gil J. Puyat corner Makati Avenues
Makati City
Metro Manila
Philippines 1200
63-2-8189511 Ext.2636
63-2-8151614
pimd-pu-gsteam@dbp.ph",,,,Description
12515731,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12515731&DirectFrom=OpenOpp&Type=category&BusCatID=129,12515731,"FOREST MANAGEMENT BUREAU ,DENR",Procuremet of NCCCW T-shirt,Metro Manila,2025-10-139,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Tokens and Awards," 195,000.00 ",0 Day/s,Status,10/23/25,10/28/25,10/23/25,"Nimfa B. Peñalosa
Head, Bids and Awards Committee Secretariat
Visayas Avenue, Diliman,
Quezon City
Metro Manila
Philippines 1100
63-2-89266526

bacsecretariat@fmb.denr.gov.ph",,,,Description
12515107,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12515107&DirectFrom=OpenOpp&Type=category&BusCatID=71,12515107,SCIENCE EDUCATION INSTITUTE,Supply and Delivery of Customized 2026 SEI Planner (2025-10-1387),Metro Manila,2025-RFQ-285,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Corporate Giveaways," 191,250.00 ",0 Day/s,Status,10/23/25,10/27/25,10/23/25,"Jemmalyn M. Saga
Planning Officer II
1st Level Science Heritage Bldg., DOST Compound,
General Santos Ave., Bicutan
Taguig City
Metro Manila
Philippines 1631
63-02-83308872 Ext.7071

procurement@sei.dost.gov.ph",,,,Description
12516564,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12516564&DirectFrom=OpenOpp&Type=category&BusCatID=134,12516564,CITY OF QUEZON,QCPC-25-EMS-0795B PROCUREMENT OF WECHSLER INTELLIGENCE SCALE FOR CHILDREN,Metro Manila,QCPC-25-EMS-0795B,Negotiated Procurement - Two Failed Biddings (Sec. 53.1),Goods,Educational Materials and Supplies," 190,685.34 ",1 Month/s,Status,10/23/25,10/28/25,10/23/25,"Critzel Joy Colinco Mirador
Administrative Assistant III (Buyer III)
Procurement Dept, 2nd Floor, Civic Center Bldg. F
Quezon City Hall Complex, Elliptical Road,
Quezon City
Quezon City
Metro Manila
Philippines
63-2-289884242

risd.procurement@quezoncity.gov.ph",,,,Description
12512803,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12512803&DirectFrom=OpenOpp&Type=category&BusCatID=51,12512803,CITY OF VALENZUELA,RFQ 25-4970 WHITE ENVELOPE WITH PRINT,Metro Manila,RFQ 25-4970,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Supplies," 187,500.00 ",30 Day/s,Status,10/22/25,10/27/25,10/22/25,"Erica Mae Repudas
Buyer 1
New City Government Complex
McArthur Hiway
Karuhatan
Valenzuela City
Metro Manila
Philippines
63-2-2920211

repudasericamae@gmail.com",,,,Description
12515805,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12515805&DirectFrom=OpenOpp&Type=category&BusCatID=29,12515805,"FOREST MANAGEMENT BUREAU ,DENR",Procurement of FMB Desk Calendar CY 2026,Metro Manila,2025-10-140,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Services," 185,000.00 ",0 Day/s,Status,10/23/25,10/28/25,10/23/25,"Nimfa B. Peñalosa
Head, Bids and Awards Committee Secretariat
Visayas Avenue, Diliman,
Quezon City
Metro Manila
Philippines 1100
63-2-89266526

bacsecretariat@fmb.denr.gov.ph",,,,Description
12519124,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12519124&DirectFrom=OpenOpp&Type=category&BusCatID=51,12519124,NATIONAL PRINTING OFFICE,"UV Ink_October 29, 2025",Metro Manila,2025-106,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Supplies," 174,000.00 ",15 Day/s,Status,10/23/25,10/29/25,10/23/25,"Neil L. Macaraeg
BAC Chairperson
EDSA cor. NIA North Road
Diliman,
Quezon City
Metro Manila
Philippines 1100
63-2-9252192

bacsecretariat@npo.gov.ph",,,,Description
12513774,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12513774&DirectFrom=OpenOpp&Type=category&BusCatID=51,12513774,PHILIPPINE NATIONAL POLICE - HEADQUARTERS SUPPORT SERVICE,5029902000-1415-2025,Metro Manila,1415-2025,Public Bidding,Goods,Printing Supplies," 165,000.00 ",7 Day/s,Status,10/22/25,11/11/25,10/22/25,"Mary Rose Feliciano Ubiña
Procurement Staff
Gen Castañeda Street, Camp Crame,
Quezon City
Metro Manila
Philippines 1111
63-2-7230401 Ext.4539
63-2-7230401
hssbac1@gmail.com",,,,Description
12512629,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12512629&DirectFrom=OpenOpp&Type=category&BusCatID=71,12512629,SCIENCE EDUCATION INSTITUTE,Supply and Delivery of Customized Insulated Tumbler (2025-10-1376),Metro Manila,2025-RFQ-283,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Corporate Giveaways," 150,000.00 ",0 Day/s,Status,10/22/25,10/27/25,10/22/25,"Jemmalyn M. Saga
Planning Officer II
1st Level Science Heritage Bldg., DOST Compound,
General Santos Ave., Bicutan
Taguig City
Metro Manila
Philippines 1631
63-02-83308872 Ext.7071

procurement@sei.dost.gov.ph",,,,Description
12510773,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12510773&DirectFrom=OpenOpp&Type=category&BusCatID=129,12510773,PHIL. ATMOSPHERIC GEOPHYSICAL & ASTRONOMICAL SERVICES ADM.,Request for Quotation (GCF-APA-2025-10-0701 Lot A Forum/ Workshop Kit),Metro Manila,GCF-APA-2025-10-0701 LOT A,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Tokens and Awards," 148,000.00 ",7 Day/s,Status,10/22/25,10/27/25,10/22/25,"Mark J. Arceo
Administrative Officer III
PAGASA Science Garden Compound,
Senator Miriam P. Defensor-Santiago Avenue
Brgy. Central,Quezon City,Metro Manila, Philippine
Quezon City
Metro Manila
Philippines 1100
63-03-2840800 Ext.1340
63-03-2840800
procurement.pagasa@gmail.com",,,,Description
12518244,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12518244&DirectFrom=OpenOpp&Type=category&BusCatID=51,12518244,PHILIPPINE DRUG ENFORCEMENT AGENCY,Acquisition of ID Card Printer for the Firearm Letter Order (LO) of PDEA Personnel,Metro Manila,25-102,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Supplies," 144,000.00 ",30 Day/s,Status,10/23/25,10/29/25,10/23/25,"IA V MARIAN GRACE E CUADRAZAL
Head, BAC Secretariat
PDEA Compound. NIA Northside Road, National
Government Center
Quezon City
Metro Manila
Philippines 1100
63-920-8082

lms.procurement@pdea.gov.ph",,,,Description
12507779,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12507779&DirectFrom=OpenOpp&Type=category&BusCatID=129,12507779,HEN. PIO DEL PILAR ELEM SCHOOL - MAIN,Loyalty Memorabilia for 2025 Gawad Katapatan and Gawad Pasasalamat Awardees,Metro Manila,PR 2025-10-01,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Tokens and Awards," 95,000.00 ",7 Day/s,Status,10/22/25,10/29/25,10/22/25,"Veronica San Andres
Buyer Coordinator
5560 P. Binay St. Corner Arnaiz Avenue
Makati City
Metro Manila
Philippines 1230
63-02-88434428
63-02-88434428
136703@deped.gov.ph",,,,Description
12518267,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12518267&DirectFrom=OpenOpp&Type=category&BusCatID=51,12518267,PHILIPPINE DRUG ENFORCEMENT AGENCY,Acquisition of Highspeed Wireless Document Scanner for Records Check and Firearms Desk,Metro Manila,25-103,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Supplies," 94,000.00 ",30 Day/s,Status,10/23/25,10/29/25,10/23/25,"IA V MARIAN GRACE E CUADRAZAL
Head, BAC Secretariat
PDEA Compound. NIA Northside Road, National
Government Center
Quezon City
Metro Manila
Philippines 1100
63-920-8082

lms.procurement@pdea.gov.ph",,,,Description
12505116,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12505116&DirectFrom=OpenOpp&Type=category&BusCatID=51,12505116,PAG-IBIG FUND (TAS-NCR WEST) - MANILA METRO MANILA,Supply and Delivery of Various Toner for HP LaserJet Pro,Metro Manila,2510221,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Supplies," 82,800.00 ",15 Day/s,Status,10/21/25,10/24/25,10/21/25,"Mark Louie Naraval Dolot
Accounts Analyst II
11th Floor Petron Mega Plaza Bldg., #358
Sen. Gil Puyat Ave., Makati
Manila
Metro Manila
Philippines
63-422-3000 Ext.5755

ncrwest.procurement@pagibigfund.gov.ph",,,,Description
12515649,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12515649&DirectFrom=OpenOpp&Type=category&BusCatID=134,12515649,MARCELO H. DEL PILAR ELEMENTARY SCHOOL,PURCHASE OF COUPON BOND FOR PRINTING OF READING MATERIALS FOR KINDER TO GARDE SIX S.Y. 2025-2026,Metro Manila,2025-010-020,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Educational Materials and Supplies," 73,000.00 ",3 Day/s,Status,10/23/25,10/27/25,10/23/25,"MIGUEL VALENZUELA OBLIPIAS JR.
BAC SECRETARIAT
PUROK 2 MALARIA I TALA,CALOOCAN CITY
Caloocan City
Metro Manila
Philippines 1407
63-917-2417777 Ext.000

136645@deped.gov.ph",,,,Description
12515748,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12515748&DirectFrom=OpenOpp&Type=category&BusCatID=29,12515748,COMMISSION ON HIGHER EDUCATION - MAIN,Procurement of Digital Printing of CHED Visual Identity Guide 2nd Edition (for hardcopy distribution),Metro Manila,RFQ2025-10-297HEDF,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Services," 70,000.00 ",15 Day/s,Status,10/23/25,10/28/25,10/23/25,"Edralinda Bordeos Fuentebella
Supervising Administrative Officer
Ground floor HEDC Building
C.P. Garcia Avenue, UP Diliman
Quezon City
Metro Manila
Philippines 1101
63-2-4418910

efuentebella@ched.gov.ph",,,,Description
